2026-01-12 10:04:59 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ 使用動態配置管理
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194612.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 13:11:14 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194701.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 13:11:14 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194854.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 13:11:14 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195129.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 13:11:14 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195155.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 13:11:14 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195242.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 13:11:14 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 13:11:14 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195413.wav): 503 DNS resolution failed for speech.googleapis.com:443: C-ares status is not ARES_SUCCESS qtype=SRV name=_grpclb._tcp.speech.googleapis.com: Could not contact DNS servers
2026-01-12 14:50:51 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ 使用動態配置管理
2026-01-12 14:50:51 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ Google STT 初始化成功
2026-01-12 14:50:51 | [32mINFO[0m | GoogleSTTModel | info:113 |    專案: dazzling-seat-315406
2026-01-12 14:50:51 | [32mINFO[0m | GoogleSTTModel | info:113 |    區域: us
2026-01-12 14:50:51 | [32mINFO[0m | GoogleSTTModel | info:113 |    模型: chirp_3
2026-01-12 14:50:51 | [32mINFO[0m | GoogleSTTModel | info:113 |    語言: cmn-Hant-TW
2026-01-12 14:50:51 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192236.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192400.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192434.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192542.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192609.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192724.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222192930.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193005.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193110.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193214.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193307.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193322.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193349.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222193641.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194333.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194402.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194433.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194517.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194612.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194701.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222194854.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195129.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195155.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195242.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 14:50:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 14:50:55 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 辨識失敗 (UltraLog06320251222195413.wav): 400 Invalid resource id: chirp_3. This value should match the regex: [a-z]([a-z0-9-]{0,61}[a-z0-9])?
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ 使用動態配置管理
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ Google STT 初始化成功
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 |    專案: dazzling-seat-315406
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 |    區域: us
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 |    模型: chirp_3
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 |    端點: us-speech.googleapis.com
2026-01-12 15:23:31 | [32mINFO[0m | GoogleSTTModel | info:113 |    語言: cmn-Hant-TW
2026-01-12 15:23:31 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192236.wav (158524 bytes)
2026-01-12 15:23:31 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:31 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:33 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:33 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192400.wav (68924 bytes)
2026-01-12 15:23:33 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:33 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:34 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:34 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192434.wav (120124 bytes)
2026-01-12 15:23:34 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:34 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:35 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:35 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192542.wav (61244 bytes)
2026-01-12 15:23:35 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:35 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:36 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:36 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192609.wav (212540 bytes)
2026-01-12 15:23:36 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:36 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:37 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:37 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192724.wav (437564 bytes)
2026-01-12 15:23:37 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:37 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:40 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:40 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222192930.wav (67388 bytes)
2026-01-12 15:23:40 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:40 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:41 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:41 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193005.wav (258876 bytes)
2026-01-12 15:23:41 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:41 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:42 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:42 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193110.wav (250940 bytes)
2026-01-12 15:23:42 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:42 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:44 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:44 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193214.wav (126780 bytes)
2026-01-12 15:23:44 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:44 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:45 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:45 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193307.wav (52796 bytes)
2026-01-12 15:23:45 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:45 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:46 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:46 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193322.wav (107068 bytes)
2026-01-12 15:23:46 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:46 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:47 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:47 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193349.wav (197948 bytes)
2026-01-12 15:23:47 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:47 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:49 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:49 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222193641.wav (76860 bytes)
2026-01-12 15:23:49 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:49 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:50 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:50 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194333.wav (48700 bytes)
2026-01-12 15:23:50 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:50 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:51 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:51 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194402.wav (53308 bytes)
2026-01-12 15:23:51 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:51 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:52 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194433.wav (106044 bytes)
2026-01-12 15:23:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:52 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:52 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:52 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194517.wav (68156 bytes)
2026-01-12 15:23:52 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:52 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:53 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:53 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194612.wav (156220 bytes)
2026-01-12 15:23:53 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:53 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:54 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:54 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194701.wav (303420 bytes)
2026-01-12 15:23:54 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:54 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:55 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:55 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222194854.wav (151868 bytes)
2026-01-12 15:23:55 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:55 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:57 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:57 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222195129.wav (44348 bytes)
2026-01-12 15:23:57 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:57 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:58 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:58 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222195155.wav (150076 bytes)
2026-01-12 15:23:58 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:58 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:23:59 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:23:59 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222195242.wav (224572 bytes)
2026-01-12 15:23:59 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:23:59 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:24:00 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:24:00 | DEBUG    | GoogleSTTModel | debug:109 | 讀取音檔: UltraLog06320251222195413.wav (133692 bytes)
2026-01-12 15:24:00 | DEBUG    | GoogleSTTModel | debug:109 | ✅ 載入 120 個詞彙提示
2026-01-12 15:24:00 | DEBUG    | GoogleSTTModel | debug:109 | 發送辨識請求至: us-speech.googleapis.com
2026-01-12 15:24:02 | [31mERROR[0m | GoogleSTTModel | error:121 | ❌ 參數錯誤: 400 Audio data does not appear to be in a supported encoding. If you believe this to be incorrect, try explicitly specifying the decoding parameters.
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ 使用動態配置管理
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 | ✅ Google STT 初始化成功
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 |    專案: dazzling-seat-315406
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 |    區域: us
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 |    端點: us-speech.googleapis.com
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 |    模型: chirp_3
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 |    語言: cmn-Hant-TW
2026-01-12 15:52:44 | [32mINFO[0m | GoogleSTTModel | info:113 |    自動轉檔: ✅ 啟用
